date,state,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,lat,long
7/1/21,Kedah,908.4,872.5,36,469.8,65.9,4,6.1184,100.3685
7/1/21,Kelantan,712.8,683.3,29.5,402.5,63.9,4.1,6.1254,102.2381
7/1/21,Melaka,544,523.3,20.7,258.3,67.8,3.8,2.1896,102.2501
7/1/21,Negeri Sembilan,646.1,619.6,26.4,321.6,66.8,4.1,2.7258,101.9424
7/1/21,Pahang,745.4,716.2,29.2,360.9,67.4,3.9,3.8126,103.3256
7/1/21,Perak,1114.1,1066.3,47.8,594.3,65.2,4.3,4.5921,101.0901
7/1/21,Perlis,128.4,123.2,5.3,73.8,63.5,4.1,6.4449,100.2045
7/1/21,Pulau Pinang,803.9,777,26.9,360.8,69,3.3,5.4141,100.3288
7/1/21,Putrajaya,79,76.2,2.7,36.3,68.5,3.4,2.9264,101.6964
7/1/21,Sabah,1275.8,1201.2,74.6,744.7,63.1,5.8,5.9788,116.0753
7/1/21,Sarawak,1195.3,1142.8,52.6,570.9,67.7,4.4,1.5533,110.3592
7/1/21,Selangor,3208.9,3088,120.9,1318,70.9,3.8,3.0738,101.5183
7/1/21,Terengganu,609.6,582.6,27,341,64.1,4.4,5.329,103.137
7/1/21,W.P. Kuala Lumpur,1012.1,971.4,40.6,428.2,70.3,4,3.139,101.6869
7/1/21,W.P. Labuan,109.6,103.2,6.4,56,66.2,5.9,5.2831,115.2308
7/1/22,Johor,1691,1636.6,54.4,773.9,68.6,3.2,1.4854,103.7618
7/1/22,Kedah,899.8,874.2,25.6,463.3,66,2.8,6.1184,100.3685
7/1/22,Kelantan,697.4,676.3,21.2,410.3,63,3,6.1254,102.2381
7/1/22,Melaka,539.2,526.9,12.3,249.8,68.3,2.3,2.1896,102.2501
7/1/22,Negeri Sembilan,648.1,627.6,20.5,323.4,66.7,3.2,2.7258,101.9424
7/1/22,Pahang,742.5,720.9,21.7,375.8,66.4,2.9,3.8126,103.3256
7/1/22,Perak,1095.8,1061.7,34.1,578.6,65.4,3.1,4.5921,101.0901
7/1/22,Perlis,130.6,126.5,4.1,75.4,63.4,3.2,6.4449,100.2045
7/1/22,Pulau Pinang,803.4,778.6,24.8,354.3,69.4,3.1,5.4141,100.3288
7/1/22,Putrajaya,81,78.6,2.3,37.8,68.2,2.9,2.9264,101.6964
7/1/22,Sabah,1283.6,1218.1,65.5,748.3,63.2,5.1,5.9788,116.0753
7/1/22,Sarawak,1201.9,1159.6,42.3,584,67.3,3.5,1.5533,110.3592
7/1/22,Selangor,3246.4,3160.2,86.2,1296.6,71.5,2.7,3.0738,101.5183
7/1/22,Terengganu,604,581.8,22.2,301.3,66.7,3.7,5.329,103.137
7/1/22,W.P. Kuala Lumpur,1000.8,974.4,26.4,435,69.7,2.6,3.139,101.6869
7/1/22,W.P. Labuan,108.8,103.9,4.9,57.7,65.3,4.5,5.2831,115.2308
8/1/19,Johor,1673.9,1623.1,50.7,745.5,69.2,3,1.4854,103.7618
8/1/19,Kedah,897.7,872.9,24.8,491.4,64.6,2.8,6.1184,100.3685
8/1/19,Kelantan,694.4,671.4,23.1,403.5,63.2,3.3,6.1254,102.2381
8/1/19,Melaka,533.9,519.9,14,255.4,67.6,2.6,2.1896,102.2501
8/1/19,Negeri Sembilan,634.1,617.1,17,300,67.9,2.7,2.7258,101.9424
8/1/19,Pahang,749.9,728.4,21.5,392.2,65.7,2.9,3.8126,103.3256
8/1/19,Perak,1102.2,1069.7,32.5,589.9,65.1,2.9,4.5921,101.0901
8/1/19,Perlis,129.2,125.6,3.6,74.3,63.5,2.8,6.4449,100.2045
8/1/19,Pulau Pinang,791.9,771.3,20.6,351.9,69.2,2.6,5.4141,100.3288
8/1/19,Putrajaya,80.4,78.5,1.8,39.5,67,2.2,2.9264,101.6964
8/1/19,Sabah,1275,1207.5,67.5,719.5,63.9,5.3,5.9788,116.0753
8/1/19,Sarawak,1180.7,1142.4,38.3,594.6,66.5,3.2,1.5533,110.3592
8/1/19,Selangor,3299.3,3204.7,94.6,1347.1,71,2.9,3.0738,101.5183
8/1/19,Terengganu,599.9,579.5,20.5,315.9,65.5,3.4,5.329,103.137
8/1/19,W.P. Kuala Lumpur,1014.6,991.3,23.3,437.4,69.9,2.3,3.139,101.6869
8/1/19,W.P. Labuan,110.8,105.8,5,57.8,65.7,4.5,5.2831,115.2308
8/1/20,Johor,1694.7,1620.2,74.5,774.8,68.6,4.4,1.4854,103.7618
8/1/20,Kedah,902.6,864.7,38,447.4,66.9,4.2,6.1184,100.3685
8/1/20,Kelantan,703.5,673,30.5,433.5,61.9,4.3,6.1254,102.2381
8/1/20,Melaka,540.5,520,20.5,253.5,68.1,3.8,2.1896,102.2501
8/1/20,Negeri Sembilan,643.3,617.8,25.5,300.9,68.1,4,2.7258,101.9424
8/1/20,Pahang,746.6,715.9,30.7,387,65.9,4.1,3.8126,103.3256
8/1/20,Perak,1090.5,1041.1,49.4,580.3,65.3,4.5,4.5921,101.0901
8/1/20,Perlis,131,125.4,5.7,73.1,64.2,4.3,6.4449,100.2045
8/1/20,Pulau Pinang,783.9,752.6,31.3,353,68.9,4,5.4141,100.3288
8/1/20,Putrajaya,81.1,77.9,3.2,38.2,68,4,2.9264,101.6964
8/1/20,Sabah,1300,1214.5,85.5,727.2,64.1,6.6,5.9788,116.0753
8/1/20,Sarawak,1195.5,1139.8,55.7,569.9,67.7,4.7,1.5533,110.3592
8/1/20,Selangor,3259.7,3148.4,111.3,1318.4,71.2,3.4,3.0738,101.5183
8/1/20,Terengganu,597.1,571.1,26,353.5,62.8,4.4,5.329,103.137
8/1/20,W.P. Kuala Lumpur,995.9,957.3,38.5,421,70.3,3.9,3.139,101.6869
8/1/20,W.P. Labuan,108.3,102,6.3,53.8,66.8,5.8,5.2831,115.2308
8/1/21,Johor,1690.9,1625.3,65.6,755.9,69.1,3.9,1.4854,103.7618
8/1/21,Kedah,892,859.1,32.9,467.2,65.6,3.7,6.1184,100.3685
8/1/21,Kelantan,691.5,662,29.5,417.8,62.3,4.3,6.1254,102.2381
8/1/21,Melaka,538.9,520.2,18.7,248.7,68.4,3.5,2.1896,102.2501
8/1/21,Negeri Sembilan,640.7,614.6,26,320.9,66.6,4.1,2.7258,101.9424
8/1/21,Pahang,746,716.1,29.8,386.5,65.9,4,3.8126,103.3256
8/1/21,Perak,1067.3,1019.3,48,575.4,65,4.5,4.5921,101.0901
8/1/21,Perlis,129,123.7,5.3,72.5,64,4.1,6.4449,100.2045
8/1/21,Pulau Pinang,800.2,774.1,26.1,380,67.8,3.3,5.4141,100.3288
8/1/21,Putrajaya,78.4,75.6,2.7,34.9,69.2,3.5,2.9264,101.6964
8/1/21,Sabah,1291.5,1208,83.5,740.1,63.6,6.5,5.9788,116.0753
8/1/21,Sarawak,1185.8,1136.7,49.2,615.3,65.8,4.1,1.5533,110.3592
8/1/21,Selangor,3180.7,3061,119.7,1308,70.9,3.8,3.0738,101.5183
8/1/21,Terengganu,592.3,564.2,28.1,309.9,65.6,4.7,5.329,103.137
8/1/21,W.P. Kuala Lumpur,989.6,949.8,39.8,450.5,68.7,4,3.139,101.6869
8/1/21,W.P. Labuan,109.7,103.2,6.5,56,66.2,5.9,5.2831,115.2308
8/1/22,Johor,1680,1624.7,55.3,758.5,68.9,3.3,1.4854,103.7618
8/1/22,Kedah,891.9,865.5,26.4,453,66.3,3,6.1184,100.3685
8/1/22,Kelantan,691.5,671.5,20.1,421.1,62.2,2.9,6.1254,102.2381
8/1/22,Melaka,543.8,530,13.8,255.5,68,2.5,2.1896,102.2501
8/1/22,Negeri Sembilan,644.1,628.2,15.9,316.8,67,2.5,2.7258,101.9424
8/1/22,Pahang,736.6,714,22.7,375.4,66.2,3.1,3.8126,103.3256
8/1/22,Perak,1077.8,1041.1,36.7,577.9,65.1,3.4,4.5921,101.0901
8/1/22,Perlis,129.9,126,3.9,73.2,63.9,3,6.4449,100.2045
8/1/22,Pulau Pinang,788,766.5,21.6,349.4,69.3,2.7,5.4141,100.3288
8/1/22,Putrajaya,79.5,77.2,2.3,37,68.2,2.9,2.9264,101.6964
8/1/22,Sabah,1296.9,1226.1,70.9,727,64.1,5.5,5.9788,116.0753
8/1/22,Sarawak,1190.7,1147,43.7,574.1,67.5,3.7,1.5533,110.3592
8/1/22,Selangor,3244.9,3140.8,104.1,1396.3,69.9,3.2,3.0738,101.5183
8/1/22,Terengganu,596.3,575.7,20.6,335.9,64,3.5,5.329,103.137
8/1/22,W.P. Kuala Lumpur,999.1,970.1,28.9,431.6,69.8,2.9,3.139,101.6869
8/1/22,W.P. Labuan,110.6,105.5,5.1,58.6,65.4,4.6,5.2831,115.2308
9/1/19,Johor,1655.8,1608,47.8,760.6,68.5,2.9,1.4854,103.7618
9/1/19,Kedah,895.7,874.1,21.7,458,66.2,2.4,6.1184,100.3685
9/1/19,Kelantan,676.8,657.2,19.7,396.9,63,2.9,6.1254,102.2381
9/1/19,Melaka,547,533.2,13.8,252.5,68.4,2.5,2.1896,102.2501
9/1/19,Negeri Sembilan,648.4,630.9,17.5,317.4,67.1,2.7,2.7258,101.9424
9/1/19,Pahang,737.2,717,20.2,381.6,65.9,2.7,3.8126,103.3256
9/1/19,Perak,1098,1065,33,597.4,64.8,3,4.5921,101.0901
9/1/19,Perlis,128.4,124.5,3.8,72.4,63.9,3,6.4449,100.2045
9/1/19,Pulau Pinang,776.1,759.7,16.3,361.5,68.2,2.1,5.4141,100.3288
9/1/19,Putrajaya,79.5,77.5,2.1,38.5,67.4,2.6,2.9264,101.6964
9/1/19,Sabah,1256.7,1191.9,64.7,719.4,63.6,5.1,5.9788,116.0753
9/1/19,Sarawak,1184.6,1144.1,40.5,580.3,67.1,3.4,1.5533,110.3592
9/1/19,Selangor,3310.8,3215.8,95,1355,71,2.9,3.0738,101.5183
9/1/19,Terengganu,594.6,575.6,18.9,327.3,64.5,3.2,5.329,103.137
9/1/19,W.P. Kuala Lumpur,975.2,949.6,25.6,428.6,69.5,2.6,3.139,101.6869
9/1/19,W.P. Labuan,109.8,105.1,4.6,54,67,4.2,5.2831,115.2308
9/1/20,Johor,1710.5,1642.1,68.4,765.7,69.1,4,1.4854,103.7618
9/1/20,Kedah,890,856,34.1,458.9,66,3.8,6.1184,100.3685
9/1/20,Kelantan,691.2,659.5,31.7,413.8,62.6,4.6,6.1254,102.2381
9/1/20,Melaka,544.7,523.6,21.1,258.3,67.8,3.9,2.1896,102.2501
9/1/20,Negeri Sembilan,645,620.4,24.5,312.4,67.4,3.8,2.7258,101.9424
9/1/20,Pahang,734.7,705.2,29.5,367.4,66.7,4,3.8126,103.3256
9/1/20,Perak,1073.4,1026.3,47.2,571.3,65.3,4.4,4.5921,101.0901
9/1/20,Perlis,126.7,121.2,5.5,70.8,64.1,4.3,6.4449,100.2045
9/1/20,Pulau Pinang,795,767,28,350.9,69.4,3.5,5.4141,100.3288
9/1/20,Putrajaya,79.5,76.4,3,36.7,68.4,3.8,2.9264,101.6964
9/1/20,Sabah,1291.3,1209.9,81.4,732.1,63.8,6.3,5.9788,116.0753
9/1/20,Sarawak,1198.4,1139,59.4,566.9,67.9,5,1.5533,110.3592
9/1/20,Selangor,3310.4,3175.6,134.8,1356.5,70.9,4.1,3.0738,101.5183
9/1/20,Terengganu,598.6,570.3,28.3,321.3,65.1,4.7,5.329,103.137
9/1/20,W.P. Kuala Lumpur,998.2,958.8,39.5,428.5,70,4,3.139,101.6869
9/1/20,W.P. Labuan,108.4,102,6.4,54.9,66.4,5.9,5.2831,115.2308
9/1/21,Johor,1695.7,1631.1,64.7,798.4,68,3.8,1.4854,103.7618
9/1/21,Kedah,904.6,867.8,36.8,469.3,65.8,4.1,6.1184,100.3685
9/1/21,Kelantan,694.7,663.6,31.1,409.1,62.9,4.5,6.1254,102.2381
9/1/21,Melaka,543.2,524,19.2,268.4,66.9,3.5,2.1896,102.2501
9/1/21,Negeri Sembilan,647.1,624.5,22.6,315.3,67.2,3.5,2.7258,101.9424
9/1/21,Pahang,737.1,708.9,28.2,385.6,65.7,3.8,3.8126,103.3256
9/1/21,Perak,1073.9,1031.4,42.5,587.9,64.6,4,4.5921,101.0901
9/1/21,Perlis,129.7,124.6,5.2,71.4,64.5,4,6.4449,100.2045
9/1/21,Pulau Pinang,788.9,761.8,27.1,353,69.1,3.4,5.4141,100.3288
9/1/21,Putrajaya,79.1,76.3,2.8,36.7,68.3,3.6,2.9264,101.6964
9/1/21,Sabah,1272.1,1194.8,77.3,733.2,63.4,6.1,5.9788,116.0753
9/1/21,Sarawak,1174,1120.7,53.4,575.7,67.1,4.5,1.5533,110.3592
9/1/21,Selangor,3214.6,3093.9,120.7,1312.1,71,3.8,3.0738,101.5183
9/1/21,Terengganu,596,571,25.1,321.1,65,4.2,5.329,103.137
9/1/21,W.P. Kuala Lumpur,977.4,937.2,40.1,418.5,70,4.1,3.139,101.6869
9/1/21,W.P. Labuan,106.5,100.1,6.3,54.3,66.2,5.9,5.2831,115.2308
9/1/22,Johor,1698.5,1644.2,54.3,758.8,69.1,3.2,1.4854,103.7618
9/1/22,Kedah,888.7,861.8,26.9,457,66,3,6.1184,100.3685
9/1/22,Kelantan,694.5,670.8,23.7,399.8,63.5,3.4,6.1254,102.2381
9/1/22,Melaka,544.7,529.4,15.3,262.1,67.5,2.8,2.1896,102.2501
9/1/22,Negeri Sembilan,643.3,621.8,21.5,315.2,67.1,3.3,2.7258,101.9424
9/1/22,Pahang,738.6,714.8,23.7,376.2,66.3,3.2,3.8126,103.3256
9/1/22,Perak,1090.1,1056,34.1,551.5,66.4,3.1,4.5921,101.0901
9/1/22,Perlis,129.1,125.2,3.9,74.2,63.5,3,6.4449,100.2045
9/1/22,Pulau Pinang,794,772,21.9,348.3,69.5,2.8,5.4141,100.3288
9/1/22,Putrajaya,78.6,76.5,2.1,36.3,68.4,2.7,2.9264,101.6964
9/1/22,Sabah,1303.4,1235.2,68.2,735,63.9,5.2,5.9788,116.0753
9/1/22,Sarawak,1220.4,1179.5,41,594.7,67.2,3.4,1.5533,110.3592
9/1/22,Selangor,3244.1,3143.9,100.2,1361.7,70.4,3.1,3.0738,101.5183
9/1/22,Terengganu,591.8,570.6,21.2,317.6,65.1,3.6,5.329,103.137
9/1/22,W.P. Kuala Lumpur,997.3,969.5,27.8,437.8,69.5,2.8,3.139,101.6869
9/1/22,W.P. Labuan,109.1,103.8,5.3,55.3,66.4,4.9,5.2831,115.2308
